DAUID,Pop2016,Instability_DA16,Deprivation_DA16,Dependency_DA16,Ethniccon_DA16,Instability_q_DA16,Deprivation_q_DA16,Dependency_q_DA16,Ethniccon_q_DA16,sum_score
35201588,608.0,0.33399185153584965,0.36046075055733545,-0.3806278516497633,0.25842808477029955,4.0,4.0,2.0,4.0,3.5
35201589,689.0,-0.2222296940853374,-0.4044604466149474,-0.32350814247335774,-0.186599884107822,3.0,3.0,2.0,3.0,2.75
35201590,571.0,0.14528830146426036,-0.3303725477070577,-0.17307133009285222,-0.411510526470411,4.0,3.0,3.0,3.0,3.25
35201592,410.0,0.032744410637094296,-0.6679978977924608,-0.07305750540585554,-0.30378887079676103,4.0,2.0,3.0,3.0,3.0
35201593,370.0,-0.4625493015440414,0.2250081575360473,0.1835756746950371,-0.05459657037345669,3.0,4.0,4.0,4.0,3.75
35201595,487.0,-0.2548332044988023,-0.31288542645188766,0.26802287103839506,-0.11008917895002755,3.0,3.0,4.0,3.0,3.25
35201596,712.0,-0.36633505557731044,0.03076357421645716,0.3704668978554647,0.3583025856483829,3.0,4.0,4.0,4.0,3.75
35201597,617.0,-0.08353456355870592,-0.33601694096953894,0.33595936954878414,-0.7988713236218452,3.0,3.0,4.0,2.0,3.0
35201599,536.0,-0.16317050143356676,-0.5178806657723457,-0.05936875237379656,0.0748667541911397,3.0,2.0,3.0,4.0,3.0
35201600,537.0,1.1641462429744118,1.3041875989176663,0.4284484177414586,-0.4701087545976118,5.0,5.0,4.0,3.0,4.25
35201601,709.0,0.9128021877901011,0.49379154667437186,-0.5249909023877556,0.48793504102166874,5.0,4.0,2.0,4.0,3.75
35201656,422.0,0.3531171457825504,-0.3914685501024022,-0.16223927234680535,-0.06560063495254839,4.0,3.0,3.0,4.0,3.5
35201657,471.0,0.40891171136168447,-0.22894323957454413,-0.4439185387564083,-0.0370356448275649,4.0,3.0,2.0,4.0,3.25
35201660,493.0,-0.800231635564632,-0.6333062719594744,0.6355136616310765,-0.05005281048192936,1.0,2.0,5.0,4.0,3.0
35201661,671.0,-0.46993395789121994,0.0953366392272113,0.3532992402100599,-0.3752095889775713,3.0,4.0,4.0,3.0,3.5
35201662,517.0,-0.4231691962333477,-0.7429390691852324,0.17855171628106756,-0.2714435427945242,3.0,2.0,4.0,3.0,3.0
35201663,3539.0,1.8738563503560264,-1.0177735089682756,-0.7511811519183473,0.6903353658709893,5.0,1.0,1.0,4.0,2.75
35201664,1713.0,0.8262298216586399,-1.368106781024987,-0.9573387645259651,0.046888561652483535,5.0,1.0,1.0,4.0,2.75
35201665,659.0,-0.5845896715061598,-0.34214971728243526,0.508037035316173,-0.3661632588514857,2.0,3.0,4.0,3.0,3.0
35201666,490.0,-0.40135884553013235,-0.3671603454010121,0.5895340354457307,-0.37111275711059966,3.0,3.0,5.0,3.0,3.5
35201667,861.0,1.7196513780284535,-0.8407005198386059,-0.4045198039445379,-0.204534974303166,5.0,1.0,2.0,3.0,2.75
35201670,494.0,1.7263758673471983,2.2025775122944564,-1.0731676118933873,1.3069639470971115,5.0,5.0,1.0,5.0,4.0
35201672,534.0,1.0665383004051814,0.4430308727724963,-0.7647280071343177,0.053116362592908986,5.0,4.0,1.0,4.0,3.5
35201858,517.0,-0.8337202088134654,0.9081573693082947,-0.05229528037049247,1.9710231761274353,1.0,5.0,3.0,5.0,3.5
